window_id,dataset,subject_id,trial_id,activity,fall_label,direction_label,split,experiment_split
w25_00000595,bits,user17,user17_adl1,walking_slowly,0,none,test,test
w25_00000596,bits,user17,user17_adl1,walking_slowly,0,none,test,test
w25_00000597,bits,user17,user17_adl1,walking_slowly,0,none,test,test
w25_00000598,bits,user17,user17_adl1,walking_slowly,0,none,test,test
w25_00000599,bits,user17,user17_adl1,walking_slowly,0,none,test,test
w25_00000600,bits,user17,user17_adl10,rapidly_sitting_on_chair,0,none,test,test
w25_00000601,bits,user17,user17_adl10,rapidly_sitting_on_chair,0,none,test,test
w25_00000602,bits,user17,user17_adl10,rapidly_sitting_on_chair,0,none,test,test
w25_00000603,bits,user17,user17_adl10,rapidly_sitting_on_chair,0,none,test,test
w25_00000604,bits,user17,user17_adl10,rapidly_sitting_on_chair,0,none,test,test
w25_00000605,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00000606,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00000607,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00000608,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00000609,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00000610,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00000611,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00000612,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00000613,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00000614,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00000615,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00000616,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00000617,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00000618,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00000619,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00000620,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00000621,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00000622,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00000623,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00000624,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00000625,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00000626,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00000627,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00000628,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00000629,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00000630,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00000631,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
