window_id,dataset,subject_id,trial_id,activity,fall_label,direction_label,split,experiment_split
w25_00000000,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000001,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000002,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000003,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000004,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000005,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000006,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000007,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000008,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000009,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000010,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000011,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000012,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000013,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000014,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000015,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000016,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000017,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000018,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000019,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000020,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000021,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000022,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000023,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000024,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000025,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000026,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000027,bits,user1,user1_adl1,walking_slowly,0,none,train,train
w25_00000028,bits,user1,user1_adl10,rapidly_sitting_on_chair,0,none,train,train
w25_00000029,bits,user1,user1_adl12,swinging_hands,0,none,train,train
w25_00000030,bits,user1,user1_adl12,swinging_hands,0,none,train,train
w25_00000031,bits,user1,user1_adl12,swinging_hands,0,none,train,train
w25_00000032,bits,user1,user1_adl12,swinging_hands,0,none,train,train
w25_00000033,bits,user1,user1_adl12,swinging_hands,0,none,train,train
w25_00000034,bits,user1,user1_adl12,swinging_hands,0,none,train,train
w25_00000035,bits,user1,user1_adl12,swinging_hands,0,none,train,train
w25_00000036,bits,user1,user1_adl12,swinging_hands,0,none,train,train
w25_00000037,bits,user1,user1_adl12,swinging_hands,0,none,train,train
w25_00000038,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000039,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000040,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000041,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000042,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000043,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000044,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000045,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000046,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000047,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000048,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000049,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000050,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000051,bits,user1,user1_adl13,lying_on_bed,0,none,train,train
w25_00000052,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000053,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000054,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000055,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000056,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000057,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000058,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000059,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000060,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000061,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000062,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000063,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000064,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000065,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000066,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000067,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000068,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000069,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000070,bits,user1,user1_adl2,walking_quickly,0,none,train,train
w25_00000071,bits,user1,user1_adl3,jogging,0,none,train,train
w25_00000072,bits,user1,user1_adl4,jumping,0,none,train,train
w25_00000073,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000074,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000075,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000076,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000077,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000078,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000079,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000080,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000081,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000082,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000083,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000084,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000085,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000086,bits,user1,user1_adl5,climbing_up_slowly,0,none,train,train
w25_00000087,bits,user1,user1_adl8,climbing_down_normally,0,none,train,train
w25_00000088,bits,user1,user1_adl8,climbing_down_normally,0,none,train,train
w25_00000089,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train,train
w25_00000090,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train,train
w25_00000091,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train,train
w25_00000092,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train,train
w25_00000093,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train,train
w25_00000094,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train,train
w25_00000095,bits,user10,user10_adl1,walking_slowly,0,none,train,train
w25_00000096,bits,user10,user10_adl1,walking_slowly,0,none,train,train
w25_00000097,bits,user10,user10_adl1,walking_slowly,0,none,train,train
w25_00000098,bits,user10,user10_adl1,walking_slowly,0,none,train,train
w25_00000099,bits,user10,user10_adl1,walking_slowly,0,none,train,train
w25_00000100,bits,user10,user10_adl1,walking_slowly,0,none,train,train
w25_00000101,bits,user10,user10_adl1,walking_slowly,0,none,train,train
w25_00000102,bits,user10,user10_adl1,walking_slowly,0,none,train,train
w25_00000103,bits,user10,user10_adl1,walking_slowly,0,none,train,train
w25_00000104,bits,user10,user10_adl1,walking_slowly,0,none,train,train
